ＥＤＩＮＥＴコード,提出者名（英字）
E04273,ANA HOLDINGSINC.
E04275,"Asia Air Survey Co.,Ltd."
E04278,"AIRDO Co., Ltd."
E04280,Solaseed Air Inc.
E04283,Mitsubishi Logistics Corporation
E04284,"MITSUI-SOKO HOLDINGS Co., Ltd."
E04285,"The Sumitomo Warehouse Co.,Ltd."
E04286,"The Shibusawa Warehouse Co.,Ltd."
E04287,"Toyo Logistics Co.,Ltd."
E04288,"Inui Global Logistics Co., Ltd."
E04289,Japan Transcity Corporation
E04290,Yasuda Logistics corporation
E04291,Yamatane Corporation
E04293,"THE KEIHIN CO., LTD."
E04294,"sugimura warehouse co.,ltd."
E04296,"Maruhachi Warehouse Company , Limited"
E04298,Asia Development Capital Co. Ltd.
E04302,SUZUE CORPORATION
E04308,"SANWA SOKO Co.,Ltd."
E04317,"KAWANISHI WAREHOUSE CO.,LTD."
E04319,"NIPPON EXPRESS CO., LTD."
E04320,NISSIN CORPORATION
E04321,"TOYO WHARF & WAREHOUSE CO.,LTD."
E04322,"SAKURAJIMA FUTO KAISHA,LTD."
E04323,ASAGAMI COPORATION
E04324,SANKYU INC.
E04326,RINKO CORPORATION
E04327,"Japan Oil Transportation Co., Ltd."
E04328,"MEIKO TRANS CO.,LTD."
E04329,"Azuma Shipping Co.,Ltd."
E04330,"ISEWAN TERMINAL SERVICE CO.,LTD."
E04331,"SAN-AI OBBLI CO.,LTD"
E04334,"FUKUYAMA TRANSPORTING CO., LTD."
E04335,Utoc Corporation
E04336,"Tokyo Kisen Co.,Ltd."
E04337,SUZUYO SHINWART CORPORATION
E04339,"Fushiki Kairiku Unso Co.,Ltd."
E04340,PASCO CORPORATION
E04341,"Konoike Transport Co.,Ltd."
E04342,"HYOKI KAIUN KAISHA,LTD."
E04343,"Japan Motor Terminal Co.,Ltd."
E04345,"Kamigumi  Co.,  Ltd."
E04346,TRADIA CORPORATION
E04348,"KNT-CT Holdings Co.,Ltd."
E04349,"sagamitransportation & warehouse co.,ltd"
E04351,"KANSAI INTERNATIONAL AIRPORT LAND COMPANY,LTD."
E04352,TRANS-TOKYO BAY HIGHWAY CORPORATION
E04353,SANRITSU CORPORATION
E04354,TAKASE CORPORATION
E04355,Nokyo Tourist Corporation
E04356,"DAITO KOUN CO.,LTD."
E04357,"KIMURA UNITY CO.,LTD."
E04358,"H.I.S. Co., Ltd."
E04360,"Yusen Logistics Co.,Ltd."
E04361,"Nikko Travel Co.,Ltd"
E04362,"CENTRAL JAPAN INTERNATIONAL AIRPORT COMPANY,LTD."
E04364,"Kintetsu World Express, Inc."
E04365,"EURASIA TRAVEL Co.,Ltd"
E04366,AGP CORPORATION
E04367,NARITA INTERNATIONAL AIRPORT CORPORATION
E04369,AIT CORPORATION
E04370,East Nippon Expressway Company Limited
E04371,Central Nippon Expressway Company Limited
E04372,Hanshin Expressway Company Limited
E04373,Metropolitan Expressway Company Limited
E04374,West Nippon Expressway Company Limited
E04375,"TBS HOLDINGS, INC."
E04376,"CHUBU-NIPPON BROADCASTING Co.,LTD."
E04380,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION
E04381,"AKITA BROADCASTING SYSTEM, INC."
E04382,RKB MAINICHI  HOLDINGS CORPORATION
E04384,"Sin-etsu Broadcasting Co.,Ltd."
E04385,"Iwate Broadcasting Co.,Ltd."
E04386,"Hokuriku Broadcasting Co.,Ltd."
E04387,"KBC GROUP HOLDINGS CO.,LTD."
E04389,"Nankai Broadcasting Company,Ltd."
E04392,"HOKKAIDO BROADCASTING CO.,LTD"
E04393,"Yamaguchi Broadcasting co.,Ltd."
E04395,"Kitanihon Broadcasting Co.,Ltd."
E04399,"BSN MEDIA HOLDINGS,INC."
E04410,"Nippon Television Holdings, Inc."
E04411,Television Nishinippon Corporation
E04412,"The Sapporo Television Broadcasting Co.,Ltd."
E04414,TV Asahi Holdings Corporation
E04425,KDDI CORPORATION
E04427,WOWOW INC.
E04430,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
E04453,TOKYO METROPOLITAN TELEVISION BROADCASTING CORPORATION
E04460,OKINAWA CELLULAR TELEPHONE COMPANY
E04462,"FUJI MEDIA HOLDINGS, INC."
E04471,J International Inc.
E04473,Japan Communications Inc.
E04475,"Jupiter Telecommunications Co., Ltd."
E04476,"FORVALTELECOM,INC."
E04478,SPACE SHOWER SKIYAKI HOLDINGS INC.
E04479,USEN CORPORATION
E04485,KEIOZU HOLDINGS CAMPANY
E04491,"KNTV Co., Ltd."
E04492,Sony Network Communications Inc.
E04494,FUJITSU CLOUD TECHNOLOGIES LIMITED
E04496,"ASAHI Net, Inc."
E04497,SKYPerfect JSAT Holdings Inc.
E04498,"Tokyo Electric Power Company Holdings, Incorporated"
E04499,"The Kansai Electric Power Company, Incorporated"
E04500,"Hokkaido Electric Power Company, Incorporated"
E04501,"Tohoku Electric Power Company,Incorporated"
E04502,"Chubu Electric Power Company,Incorporated"
E04503,Hokuriku Electric Power Company
E04504,"The Chugoku Electric Power Company, Incorporated"
E04505,"Shikoku Electric Power Company, Incorporated"
E04506,"Kyushu Electric Power Company, Incorporated"
E04507,The Japan Atomic Power Company
E04509,"The Okinawa Electric Power Company, Incorporated"
E04510,"Electric Power Development Co., Ltd."
E04511,"HOKKAIDO GAS CO., LTD."
E04512,"Hirosaki Gas Co.,Ltd."
E04514,"TOKYO GAS CO.,LTD."
E04515,"KEIYO GAS CO., LTD."
E04516,"SHIZUOKA GAS CO., LTD."
E04517,"TOHO GAS CO.,LTD."
E04520,"OSAKA GAS CO.,LTD."
E04522,"SHIKOKUGAS CO., LTD."
E04535,"Tokyo Kaikan Co.,Ltd."
E04538,"AGORA Hospitality Group Co., Ltd."
E04539,"Imperial Hotel, Ltd."
E04540,"THE ROYAL HOTEL,LIMITED"
E04547,"HOTEL OKURA Co.,Ltd."
E04549,"PALACE HOTEL CO., LTD."
E04550,"THE KYOTO HOTEL, LTD."
E04551,"KUMAMOTO HOTEL CASTLE CO.,LTD."
E04555,"MARUNOUCHI HOTEL CO., LTD."
E04560,FUJITA KANKO INC.
E04564,"NEW OTANI  CO., LTD."
E04566,"HOTEL NEW GRAND CO.,LTD"
E04576,"THE KAMOGAWA GRAND HOTEL,LTD."
E04580,"COOP BUILDING CO., LTD."
E04582,Shochiku Co;Ltd.
E04583,"TOHO CO., LTD."
E04585,"TOEI COMPANY,LTD."
E04586,AOI Pro. Inc.
E04588,"TOKYU RECREATION CO.,LTD."
E04589,"Tokyo Theatres Company, Incorporated"
E04590,"TOKYO RAKUTENCHI CO.,LTD."
E04592,Kin-Ei Corp.
E04593,"OS CO., LTD."
E04596,"Nakanihon KOGYO CO.,Ltd."
E04599,"Subaru Enterprise Co., Ltd."
E04601,"Shinbashi Enbujo Co.,Ltd."
E04602,"YOMIURI LAND. CO., LTD"
E04604,"Nagoya Horse Racing Co.,Ltd."
E04605,TOKYO DOME CORPORATION
E04607,"kagetsuenkanko co.,ltd."
E04611,"Nara Golflinks Co.,Ltd."
E04612,"fukuiken sight-seeing resources cultvation co.,ltd"
E04613,Ohtone Country Club Limited
E04614,----
E04615,"Miyazaki Golf Co., Ltd"
E04616,"The Tokai Country Club Co.,Ltd."
E04618,"THE HOKURIKU SIGHTSEEING AND DEVELOPMENT CO.,LTD."
E04626,Musashi Country Club Limited
E04627,FUCHU COUNTRY CLUB CO.LTD.
E04628,"Ikaho Country Club co.,Ltd."
E04631,"Mito Country Club Co.,Ltd."
E04632,OYAMA COUNTRY CLUB LIMITED
E04633,"chiba country club co.,ltd."
E04635,"Hanayashiki Golf Club co.,ltd"
E04639,"Sendai Country Club Co.,Ltd."
E04641,"HIDAKA COUNTRY CLUB CO.,LTD."
E04642,MK Co.Ltd
E04644,"Nai kai kan ko kaihatsu Co.,Ltd"
E04646,"matsunaga country club co., ltd"
E04647,"FUKUOKA COUNTRY CLUB CO,LTD"
E04648,"kureha sightseeing co.,ltd"
E04649,Hiroshima Tourist and Golfing Incorporated
E04650,"kokura country club co, ltd"
E04657,"Ensyukaihatsu Co., Ltd."
E04661,"MIMITSU KANKO KAIHATSU CO.,LTD."
E04663,"ASAHIGAWA KOKUSAI GOLF Co., Ltd."
E04664,"Setouchi Kaihatsu Co.,Ltd."
E04666,"FUKUYAMA KANKOKAIHATSU CO.,LTD."
E04667,"DOGO KANKO GOLF CO.,LTD."
E04669,Corporation Akita Tubakidai Golf Club
E04670,"UOZU KANKO KAIHATSU CO.,LTD."
E04671,"KANIGOLFCLUB CO.,LTD."
E04672,bingo tourist enterprise co..ltd.
E04673,"Mori building Golf Resort Co., Ltd."
E04674,"OTARU GOLF LINKS CO.,LTD."
E04675,"kikuyoryokukakosanco,ltd."
E04677,"MITSUKI KANKOKAIHATSU CO.,LTD."
E04679,IZUMI GOLF CLUB CO.LTD
E04680,"KAKAMIGAHARAKAIHATSU CO.,LTD."
E04681,"BOSO COUNTRY CLUB CO.,LTD."
E04682,"Yokohama Stadium Co., Ltd."
E04683,"AKECHI GOLF CLUB CO.,LTD"
E04684,"KASAMA GOLF CLUB CO.,LTD."
E04687,"HIGASHI MATSUYAMA COUNTRY CLUB CO.,LTD."
E04691,"HORAI Co.,Ltd."
E04693,greenland resort company limited
E04696,"Fujigaya Country Culb Co.,Ltd."
E04698,"koga golf co. ,ltd"
E04700,-
E04704,"SD ENTERTAINMENT,Inc."
E04706,TAKATAKI  LINKS CLUB  LIMITED
E04707,"ORIENTAL LAND CO.,LTD."
E04710,ROUND ONE Corporation
E04714,GNU Inc.
E04715,"OKAZAKI CLASSIC CO.,LTD."
E04719,"FUKUOKASUNLAKE GOLFCLUB. CO.,LTD."
E04720,"OAKMONT GOLF CLUB CO.,LTD."
E04721,"shiun golf club co.,ltd."
E04722,"TAJIMI CLASSIC CO.,LTD."
E04723,"St.CREEK GOLF CLUB CO.,LTD."
E04727,"GOKURAKUYU HOLDINGS CO.,LTD."
E04728,"KOGANEI GOLF CO.,LTD."
E04731,Yamada Club 21 Corp.
E04732,"RYOSEN ENTERPRISE CO.,LTD"
E04733,"DAIMATSU SANGYOU CO., LTD."
E04735,"GRACE HILLS COUNTRY CLUB CO.,LTD"
E04739,"AKEYO COUNTRYCLUB CO.,LTD"
E04740,"RIO FUJIWARA COUNTRY CO.,LTD."
E04742,GOLDWIN DEVELOPMENT INC.
E04745,YAMAGATA GOLF CLUB
E04748,"MAPLE POINT GOLF CLUB CO.,LTD."
E04749,"Accordia Golf Co., Ltd."
E04751,"KOSHIDAKA HOLDINGS Co.,LTD."
E04752,"Ono Kankokaihatsu Co., Ltd"
E04756,"Mitsubishi UFJ NICOS Co.,Ltd."
E04760,DENTSU GROUP INC.
E04761,JALUX Inc.
E04762,ORIX CORPORATION
E04763,Kabushiki kaisha Seiyoken.
E04764,"OHBA CO.,LTD."
E04766,"National Real Estate Guarantee Co., Ltd."
E04767,MUTUAL SERVICE AID GUARANTEE CORPORATION
E04768,"JACCS CO., LTD."
E04773,"SECOM CO., LTD."
E04775,Orient Corporation
E04777,"Marubeni Construction Material Lease Co.,Ltd."
E04779,Hitachi Capital Corporation
E04780,"TKC FINANCE GUARANTEE CO.,LTD."
E04783,"ROYAL HOLDINGS Co., Ltd."
E04784,"Totenko Co., Ltd."
E04788,Mitsubishi HC Capital Inc.
E04791,"Sumitomo Mitsui Finance and Leasing Company, Limited"
E04792,"The Shinkin Banks Information System Center Co.,Ltd."
E04795,IDEA Consultants.Inc.
E04796,"GAKKYUSHA CO.,LTD."
E04799,"CENTRAL SECURITY PATROLS CO.,LTD."
E04800,"TOKAI LEASE CO.,LTD."
E04801,"Nakamichi Leasing Co., Ltd."
E04803,INES Corporation
E04804,MEITEC Group Holdings Inc.
E04806,"JAFCO Group Co., Ltd."
E04807,TKC Corporation
E04808,ASATSU-DK INC.
E04809,NTT DATA NJK CORPORATION
E04810,FUJI SOFT INCORPORATED
E04815,IX Knowledge Incorporated
E04816,OYO Corporation
E04817,Funai Soken Holdings Incorporated
E04820,"JAPAN SYSTEMS Co.,LTD."
E04821,"KYUSHU LEASING SERVICE CO.,LTD."
E04822,"NSD CO.,LTD."
E04823,"SHINGAKUKAI HOLDINGS CO., LTD."
E04824,Nagase Brothers Inc.
E04826,TOKAI Corp.
E04830,SCSK Corporation
E04834,"JASTEC Co.,Ltd."
E04835,"NOMURA Co.,Ltd."
E04837,transcosmos inc.
E04841,"NCS&A CO.,LTD."
E04844,"UNIMAT Retirement Community CO.,Ltd."
E04846,ISB CORPORATION
E04848,"NISHIO HOLDINGS CO., LTD."
E04849,"creo co.,ltd."
E04850,With us Corporation
E04853,COMPUTER ENGINEERING & CONSULTING LTD.
E04855,"RYOMO SYSTEMS CO.,LTD."
E04856,"KSK CO.,LTD."
E04857,"toyo tec co ., ltd"
E04858,"KYCOM  HOLDINGS CO.,LTD."
E04859,"SQUARE ENIX HOLDINGS CO.,LTD."
E04860,"KYOSEI RENTEMU CO.,Ltd."
E04861,DTS CORPORATION
E04862,"Kanamoto Co., Ltd."
E04867,"NAGAWA Co .,Ltd."
E04869,BUSINESS BRAIN SHOWAOTA INC.
E04870,COMTEC INC.
E04873,"Japan Process Development Co.,Ltd."
E04874,"AEON DELIGHT CO., LTD."
E04877,"MIROKU JYOHO SERVICE CO.,LTD"
E04878,Solasto Corporation
E04884,"KYOWA ENGINEERING CONSULTANTS Co., Ltd."
E04887,"TANABE CONSULTING GROUP CO.,LTD."
E04888,SACOS CORPORATION
E04889,"SAISON TECHNOLOGY CO,.LTD."
E04890,"SANKYO FRONTIER CO.,LTD."
E04891,"T.D.I.CO.,LTD."
E04894,PCA CORPORATION
E04895,"SAN HOLDINGS,INC."
E04896,AIN HOLDINGS INC.
E04899,"CERESPO CO.,LTD."
E04900,"CHODAI CO.,LTD."
E04902,"SPACE CO.,LTD."
E04903,"CTI Engineering Co.,Ltd."
E04904,"ICHINEN HOLDINGS CO.,LTD."
E04908,"KYORITSU MAINTENANCE CO.,LTD."
E04911,NTT DATA  GROUP CORPORATION
E04912,"AEON Financial Service Co.,Ltd."
E04914,"LUCKLAND CO., LTD."
E04915,"Daikokuya Global Holding Co., Ltd."
E04916,WILSON LEARNING WORLDWIDE INC.
E04918,"fukuyama consultants co.,ltd"
E04919,I-NET CORP.
E04920,"ASAHI INTELLIGENCE SERVICE CO.,LTD."
E04924,"NIPPON ENGINEERING CONSULTANTS CO.,LTD."
E04925,"STEP CO.,LTD."
E04926,"DUSKIN CO.,LTD."
E04930,NICHII GAKKAN COMPANY
E04931,"Daiseki Co.,Ltd."
E04932,BIKEN TECHNO CORPORATION
E04933,"Fukui Computer Holdings,Inc."
E04934,"NAC CO .,LTD."
E04939,"Benesse Holdings, Inc"
E04940,DMS INC.
E04941,"SUBARU CO., LTD."
E04944,HARIMA B.STEM CORPORATION
E04946,"RICOH LEASING COMPANY,LTD."
E04948,"HIKARI TSUSHIN,INC."
E04950,SAPPORO CLINICAL LABORATORY INC.
E04952,NSW Inc.
E04953,"ANDOR Co.,Ltd."
E04954,Altech Corporation
E04955,"ORIGINAL ENGINEERING CONSULTANTS CO.,LTD"
E04958,"ICHISHIN HOLDINGS CO., LTD."
E04959,"Imagineer Co.,Ltd."
E04960,"PLAZA HOLDINGS CO.,LTD."
E04962,"TAISEI CO.,LTD."
E04963,"POCKET CARD CO., LTD."
E04964,SANIX INCORPORATED
E04966,"Net One Systems Co.,Ltd."
E04967,DAIOHSCORPORATION
E04971,sunlife corporation
E04972,"ENVIRONMENTAL CONTROL CENTER CO.,LTD."
E04973,"Nippon Air Conditioning Services Co., Ltd."
E04975,"AJIS CO.,LTD."
E04976,Focus Systems Corporation
E04978,JAPAN RELIANCE SERVICE CORPORATION
E04979,"PARK24 Co., Ltd."
E04980,"AISAN TECHNOLOGY CO.,LTD."
E04981,"MEIKO NETWORK JAPAN CO.,LTD."
E04982,"FALCO HOLDINGS Co.,Ltd."
E04984,"NIPPAN RENTAL Co.,Ltd."
E04987,"Kawasaki Geological Engineering Co., Ltd."
E04988,CRESCO LTD.
E04990,"TAYA CO.,Ltd."
E04991,"SHUEI YOBIKO Co.,Ltd."
E04995,"Ryoyu Systems Co., Ltd."
E04996,JUSTSYSTEMS CORPORATION
E04997,TDC SOFT Inc.
E04999,Trend Micro Incorporated
E05000,LY Corporation
E05001,"NIPPON PALLET POOL CO.,LTD."
E05004,MYSTAR ENGINEERING CORP.
E05006,"UCHIDA ESCO Co.,Ltd."
E05011,CLIP Corporation
E05014,"Relia,Inc."
E05015,KITAC CORPORATION
E05017,ID Holdings Corporation
E05018,ARGO GRAPHICS Inc.
E05020,"KeyHolder,Inc."
E05024,"RISO KYOIKU CO.,LTD."
E05025,"OBIC Co.,Ltd."
E05027,ORACLE CORPORATION JAPAN
E05028,"WASEDA ACADEMY CO.,LTD."
E05029,ALPHA SYSTEMS INC.
E05030,"JOHNAN ACADEMIC PREPARATORY INSTITUTE,INC."
E05031,TOYOTA FINANCE CORPORATION
E05033,Future  Corporation
E05036,CAC Holdings Corporation
E05037,SB TECHNOLOGY CORP.
E05041,"GMO internet group, Inc."
E05042,"TOSE CO.,LTD."
E05045,"USS Co.,Ltd."
E05047,"Relo Group, Inc."
E05048,"OBIC BUSINESS CONSULTANTS CO.,LTD."
E05049,MTI Ltd.
E05052,"Being Co., Ltd."
E05053,"KYOSHIN CO.,LTD."
E05054,Nippon RAD Inc.
E05055,M H GROUP LTD.
E05056,"BML, INC."
E05059,ITOCHU Techno-Solutions Corporation
E05062,"Nomura Research Institute,Ltd."
E05065,NITTOH CORPORATION
E05066,"Toukei Computer Co.,Ltd."
E05067,"Tokyo Individualized Educational Institute,INC."
E05069,KOZO KEIKAKU ENGINEERING Inc.
E05070,"DAISAN CO.,LTD."
E05072,"CyberAgent,Inc."
E05073,TOSNETCORPORATION
E05075,SHOWA SYSTEM ENGINEERING CORPORATION
E05080,"Rakuten Group,Inc."
E05083,"ALPHA CO.,LTD."
E05088,Stream Media Corporation
E05090,SAKURA KCS Corporation
E05091,XNET Corporation
E05093,"SOGO MEDICAL CO., LTD."
E05094,"Nexus Bank Co.,Ltd."
E05096,"CREEK & RIVER Co.,Ltd."
E05097,"SBI Global Asset Management Co., Ltd."
E05098,"PA Co., Ltd"
E05099,OTSUKA CORPORATION
E05100,"TOW CO.,LTD."
E05101,"IC CO., LTD."
E05106,"ZUKEN ELMIC,INC."
E05107,"F&M CO.,LTD."
E05110,"JIEC Co.,Ltd"
E05112,Vector HOLDINGS Inc.
E05113,SKY Perfect JSAT Corporation
E05114,GALA INCORPORATED
E05116,"Cybozu, Inc."
E05120,"NCD Co., Ltd."
E05121,"NIHON HOUSING CO.,LTD."
E05123,GMO AD Partners Inc.
E05134,FUJITSU BROAD SOLUTION & CONSULTING Inc.
E05135,"YAMADA Consulting Group  CO.,LTD."
E05137,"TOSHIN HOLDINGS CO.,LTD"
E05141,LCA Holdings Corporation
E05142,AGREX INC
E05143,Oricon Inc.
E05144,"V-Sync Co.,Ltd."
E05147,DENTSU SOKEN INC.
E05148,"MAMEZOU HOLDINGS CO.,LTD."
E05149,"ValueCommerce Co., Ltd."
E05151,Nextware Ltd.
E05153,"Members Co. ,Ltd."
E05155,"EM SYSTEMS CO.,LTD."
E05156,"Digital Garage, Inc."
E05159,"SBI Holdings, Inc."
E05161,"MEDIASEEK,inc."
E05162,WEATHERNEWS INC.
E05163,"Computer Institute of Japan,Ltd."
E05167,Business Engineering Corporation
E05168,"ACCESS CO., LTD."
E05169,"Nihon Enterprise Co.,Ltd."
E05173,"JFE Systems, Inc."
E05174,"Apaman Co.,Ltd."
E05175,"Success Holders, inc."
E05176,"CAREER BANK CO.,LTD"
E05179,"Raysum Co., Ltd."
E05181,"SAKAI Holdings CO.,LTD"
E05182,"FULLCAST HOLDINGS CO.,LTD."
E05183,TriIs Incorporated
E05187,"Scala, Inc."
E05191,INTELLIGENT WAVE INC.
E05192,en-japan inc.
E05196,"EPS Holdings,Inc."
E05198,"SOLXYZ Co.,Ltd."
E05199,CL Holdings Inc.
E05201,"Asgent, Inc."
E05204,JUSTPLANNING INC.
E05205,Prestige International Inc.
E05206,"SEPTENI HOLDINGS CO.,LTD."
E05209,"Faith,Inc."
E05210,PROTO CORPORATION
E05211,J-Stream Inc.
E05215,"HIMACS,Ltd."
E05218,Estore Corporation
E05219,AMUSE INC.
E05221,Dream Incubator Inc.
E05223,"Cybernet Systems Co.,Ltd."
E05227,K.K. DA Holdings
E05228,"BeMap,Inc."
E05230,Ray Corporation
E05231,"TAC CO.,LTD."
E05232,"QUICK CO.,LTD."
E05233,"CE Holdings Co.,Ltd."
E05235,"Kenedix, Inc."
E05236,"Japan System Techniques Co.,Ltd."
E05238,CENTURY 21 REAL ESTATE OF JAPAN LTD.
E05239,INTAGE HOLDINGS Inc.
E05241,J-Holdings Corp.
E05242,"SPARX Group Co., Ltd."
E05243,SHL-JAPAN Ltd.
E05248,"TAKE AND GIVE. NEEDS Co., Ltd."
E05250,Celartrem Technology Inc.
E05252,"TOHO SYSTEM SCIENCE CO.,LTD."
E05254,"YUKE'S Co.,Ltd."
E05255,"IPS CO.,LTD"
E05256,CRIE ANABUKI INC.
E05262,SEIRYO ELECTRIC CORPORATION
E05263,"SECOM JOSHINETSU CO.,LTD"
E05264,"AEON Fantasy Co.,LTD."
E05267,"CTS Co.,Ltd."
E05268,NEXYZ.Group Corporation
E05269,Broadmedia Corporation
E05272,INFOCOM CORPORATION
E05273,"TISC CO.,LTD."
E05274,"MEDICAL SYSTEM NETWORK Co., Ltd."
E05275,"YAMADA SERVICER SYNTHETIC OFFICE CO.,LTD"
E05278,"Kyokuto Co., Ltd."
E05279,TYO  Inc.
E05280,"Advance Create Co.,Ltd."
E05282,"APPLIED TECHNOLOGY CO., LTD"
E05283,Systena Corporation
E05286,"GAKUJO CO.,Ltd."
E05288,"CSS HOLDINGS,LTD."
E05289,Dawn Corporation
E05291,"CROSS CAT CO.,LTD."
E05292,"CMIC HOLDINGS Co.,Ltd."
E05293,"EPCO Co.,Ltd."
E05297,Softfront Holdings
E05298,"NEC Fielding,Ltd."
E05299,"NJS Co.,Ltd."
E05301,"AnGes, Inc."
E05302,fonfun corporation
E05303,Digital Arts Inc.
E05304,NS Solutions Corporation
E05306,"JP-HOLDINGS,INC."
E05307,TOHOKUSHINSHA FILM CORPORATION
E05308,"Forside Co.,Ltd."
E05309,"SOHGO SECURITY SERVICES CO.,LTD."
E05310,"Quest Co., Ltd."
E05312,CUBE SYSTEM INC.
E05313,"MAINICHI COMNET  CO., LTD."
E05314,Ichigo Inc.
E05315,"Quantum Solutions Co.,Ltd."
E05316,"ARBEIT-TIMES CO.,LTD."
E05317,TRANS GENIC INC.
E05319,"HEIAN CEREMONY SERVICE CO.,LTD."
E05320,"Kushim, Inc."
E05322,"Nippon Information Development Co.,Ltd."
E05324,ASJ INC.
E05326,SYNCLAYER INC.
E05327,"NIPPON PARKING DEVELOPMENT Co.,Ltd."
E05328,YE DIGITAL Corporation
E05331,CAICA DIGITAL Inc.
E05332,CORE CORPORATION
E05335,"YUMESHIN HOLDINGS CO.,LTD."
E05336,"Jorudan Co.,Ltd."
E05338,"SOTSU CO.,LTD."
E05340,"Information Planning Co.,LTD."
E05343,"DWANGO Co.,Ltd."
E05346,Tokyo Century Corporation
E05348,"GEXEED CO.,LTD."
E05349,MediBIC Group
E05350,"Kakaku.com,Inc."
E05351,"MEDINET Co., Ltd."
E05352,"I'rom Group Co.,Ltd."
E05353,CARE TWENTYONE CORPORATION
E05354,SAINT-CARE HOLDING CORPORATION
E05355,NTT FINANCE CORPORATION
E05356,GIG Works Inc.
E05357,Japan Media Systems Corporation
E05360,NIHON FALCOM CORPORATION
E05361,"RENAISSANCE,INCORPORATED"
E05363,"OncoTherapy Science, Inc."
E05367,Soiken Holdings Inc.
E05368,DIP corporation
E05369,Aplix Corporation
E05372,"MACROMILL, INC."
E05374,"DIGITAL HOLDINGS,INC."
E05376,"Software Service, Inc."
E05377,Meiho Facility Works Ltd.
E05378,"PLANET,INC."
E05379,Pharmarise Holdings Corporation
E05381,"Nippon Care Supply Co.,Ltd."
E05383,"Intea Holdings,Inc."
E05385,"SHIN NIPPON BIOMEDICAL LABORATORIES, LTD."
E05389,DNA Chip Reserch Inc.
E05391,Golf Digest Online Inc.
E05392,T-Gaia Corporation
E05393,TSUKUI HOLDINGS CORPORATION
E05394,"Sogo Rinsho Holdings Co.,Ltd."
E05395,"4Cs HD Co., Ltd."
E05396,"FUJIKOH COMPANY.,LIMITED"
E05398,"Sompo Care Message, Inc."
E05399,Alpha Group Inc.
E05400,"Systems Engineering Consultants Co.,LTD."
E05401,CommSeed Corporation
E05403,amana inc.
E05405,"ITbook Co.,LTD."
E05407,"Aoyama Zaisan Networks Company,Limited"
E05408,"Arte Salon Holdings, Inc."
E05409,"TETSUJIN Holdings, Inc"
E05410,HAKUHODO DY HOLDINGS INCORPORATED
E05411,TSUKADA GLOBAL HOLDINGS Inc.
E05413,SIOS Corporation
E05414,Paraca Inc.
E05416,"KG Intelligence CO., LTD."
E05417,GENDAI AGENCY INC.
E05419,"CAREER DESIGN CENTER CO.,LTD."
E05421,WebCrew Inc.
E05422,"NIHON CHOUZAI CO.,LTD."
E05423,Benefit One Inc.
E05424,"INTERTRADE CO.,Ltd."
E05425,"M3, Inc."
E05426,"Mizuho Leasing Company, Limited"
E05428,"Human Holdings Co., Ltd."
E05430,Japan Asia Group Limited
E05431,"Excite Japan Co., Ltd."
E05432,FLIGHT SOLUTIONS Inc.
E05433,"ZWEI,Inc."
E05434,GONZO K.K.
E05438,"Fuyo General Lease Co., Ltd."
E05440,"Care Service Co., Ltd."
E05443,"Cytori Cell Research Institute,Inc."
E05444,"Daiseki Eco. Solution Co.,Ltd."
E05445,"Techno Mathematical Co.,Ltd."
E05446,"Accretive Co., Ltd."
E05447,OUTSOURCING Inc.
E05449,"CAVE CO.,LTD"
E05450,"SHINWA WISE HOLDINGS CO.,LTD."
E05452,"SDS HOLDINGS Co.,Ltd."
E05453,Aeria Inc.
E05456,"Gurunavi, Inc."
E05457,FISCO Ltd.
E05458,WELLNET CORPORATION
E05460,"DeNA Co., Ltd"
E05462,NEC Capital Solutions Limited
E05463,TECHMATRIX CORPORATION
E05464,"Takasago Marusei Engineering Service Co., Ltd."
E05466,Pro-ship Incorporated
E05467,"WORLD HOLDINGS CO.,LTD."
E05469,"SYSTEMS DESIGN Co.,Ltd."
E05470,EF-ON INC.
E05471,RISKMONSTER.COM
E05474,"GungHo Online Entertainment, Inc."
E05476,"GMO Payment Gateway, Inc."
E05477,"KYODO PUBLIC RELATIONS CO.,LTD."
E05478,"cedar.co.,ltd"
E05479,"RUDEN HOLDINGS Co.,Ltd."
E05480,Internet Initiative Japan Inc.
E05481,ReYuu Japan Inc.
E05483,"Asukanet Company,Limited"
E05484,"ZAPPALLAS,INC."
E05485,SOFTCREATE HOLDINGS CORP.
E05487,"SYSTEM RESEARCH CO.,LTD."
E05491,"WiZ CO., LTD."
E05492,FinTech Global Incorporated
E05493,"Takamiya Co.,Ltd."
E05494,"BroadBand Tower, Inc."
E05496,"Advanced Media, Inc."
E05497,Gaiax Co.Ltd.
E05498,"PRAP Japan,Inc."
E05501,Ikyu Corporation
E05504,CROPS CORPORATION
E05505,SUNNEXTA GROUP Inc.
E05509,"Japan Best Rescue System Co.,Ltd."
E05510,Environment Friendly Holdings Corp.
E05511,Nippon Office Systems Limited
E05512,IFIS JAPAN LTD.
E05513,WOW WORLD Inc.
E05514,"All About,Inc."
E05516,System D Inc.
E05517,create restaurants holdings inc.
E05518,SAKURA internet Inc.
E05521,"ULS Group,Inc."
E05522,PGM Holdings K.K.
E05523,"INT, Inc."
E05524,"Aoba-BBT, Inc."
