ＥＤＩＮＥＴコード,提出者業種
E02097,電気機器
E02098,電気機器
E02100,電気機器
E02101,内国法人・組合（有価証券報告書等の提出義務者以外）
E02103,金属製品
E02104,情報・通信業
E02105,輸送用機器
E02107,化学
E02109,電気機器
E02112,機械
E02114,電気機器
E02115,内国法人・組合（有価証券報告書等の提出義務者以外）
E02116,電気機器
E02117,内国法人・組合（有価証券報告書等の提出義務者以外）
E02118,電気機器
E02119,機械
E02120,電気機器
E02121,金属製品
E02123,機械
E02124,機械
E02126,機械
E02127,輸送用機器
E02128,機械
E02129,輸送用機器
E02131,輸送用機器
E02134,輸送用機器
E02136,輸送用機器
E02138,輸送用機器
E02140,電気機器
E02142,輸送用機器
E02143,輸送用機器
E02144,輸送用機器
E02146,輸送用機器
E02147,輸送用機器
E02150,輸送用機器
E02152,輸送用機器
E02154,輸送用機器
E02155,輸送用機器
E02157,内国法人・組合（有価証券報告書等の提出義務者以外）
E02158,輸送用機器
E02161,輸送用機器
E02162,輸送用機器
E02163,輸送用機器
E02164,内国法人・組合（有価証券報告書等の提出義務者以外）
E02166,輸送用機器
E02167,輸送用機器
E02168,輸送用機器
E02169,輸送用機器
E02170,輸送用機器
E02171,輸送用機器
E02172,輸送用機器
E02173,機械
E02174,輸送用機器
E02175,輸送用機器
E02176,輸送用機器
E02177,電気機器
E02178,輸送用機器
E02180,機械
E02181,電気機器
E02183,輸送用機器
E02184,輸送用機器
E02185,鉄鋼
E02189,輸送用機器
E02190,内国法人・組合（有価証券報告書等の提出義務者以外）
E02194,輸送用機器
E02195,輸送用機器
E02196,輸送用機器
E02199,機械
E02200,内国法人・組合（有価証券報告書等の提出義務者以外）
E02201,輸送用機器
E02203,輸送用機器
E02204,輸送用機器
E02205,電気機器
E02207,輸送用機器
E02210,輸送用機器
E02213,輸送用機器
E02214,輸送用機器
E02216,輸送用機器
E02217,輸送用機器
E02219,輸送用機器
E02221,輸送用機器
E02222,金属製品
E02223,輸送用機器
E02224,輸送用機器
E02225,輸送用機器
E02226,輸送用機器
E02227,輸送用機器
E02228,金属製品
E02229,輸送用機器
E02230,輸送用機器
E02231,輸送用機器
E02232,輸送用機器
E02233,輸送用機器
E02234,輸送用機器
E02235,輸送用機器
E02236,輸送用機器
E02237,輸送用機器
E02238,輸送用機器
E02241,輸送用機器
E02242,輸送用機器
E02244,輸送用機器
E02245,金属製品
E02246,輸送用機器
E02247,輸送用機器
E02248,輸送用機器
E02249,輸送用機器
E02251,内国法人・組合（有価証券報告書等の提出義務者以外）
E02252,輸送用機器
E02254,輸送用機器
E02255,内国法人・組合（有価証券報告書等の提出義務者以外）
E02257,輸送用機器
E02258,鉄鋼
E02261,不動産業
E02265,精密機器
E02266,精密機器
E02267,精密機器
E02269,機械
E02270,精密機器
E02271,精密機器
E02272,精密機器
E02274,電気機器
E02275,電気機器
E02280,精密機器
E02281,精密機器
E02282,精密機器
E02285,精密機器
E02286,電気機器
E02287,機械
E02288,電気機器
E02289,精密機器
E02290,精密機器
E02293,電気機器
E02294,精密機器
E02296,金属製品
E02299,精密機器
E02300,精密機器
E02301,電気機器
E02302,機械
E02303,精密機器
E02304,電気機器
E02305,電気機器
E02306,電気機器
E02307,電気機器
E02308,精密機器
E02310,精密機器
E02315,繊維製品
E02320,内国法人・組合（有価証券報告書等の提出義務者以外）
E02322,精密機器
E02323,精密機器
E02324,情報・通信業
E02325,精密機器
E02328,機械
E02329,精密機器
E02331,精密機器
E02333,電気機器
E02334,精密機器
E02335,精密機器
E02336,精密機器
E02337,精密機器
E02338,精密機器
E02340,精密機器
E02342,電気機器
E02343,機械
E02344,精密機器
E02345,電気機器
E02346,電気機器
E02348,化学
E02349,精密機器
E02350,機械
E02352,精密機器
E02353,精密機器
E02354,精密機器
E02356,電気機器
E02357,精密機器
E02360,機械
E02362,その他製品
E02363,その他製品
E02365,その他製品
E02366,その他製品
E02367,その他製品
E02368,その他製品
E02369,その他製品
E02371,その他製品
E02372,その他製品
E02373,その他製品
E02376,その他製品
E02377,機械
E02378,その他製品
E02379,金属製品
E02380,輸送用機器
E02381,機械
E02382,その他製品
E02383,その他製品
E02385,金属製品
E02386,化学
E02387,輸送用機器
E02388,化学
E02389,金属製品
E02390,電気機器
E02392,内国法人・組合（有価証券報告書等の提出義務者以外）
E02394,その他製品
E02395,電気機器
E02396,その他製品
E02398,その他製品
E02401,内国法人・組合（有価証券報告書等の提出義務者以外）
E02402,その他製品
E02403,機械
E02404,その他製品
E02406,その他製品
E02407,化学
E02408,その他製品
E02409,金属製品
E02410,機械
E02411,電気機器
E02412,化学
E02413,その他製品
E02414,精密機器
E02415,ガラス・土石製品
E02416,精密機器
E02417,情報・通信業
E02419,機械
E02421,機械
E02423,化学
E02424,機械
E02425,化学
E02427,その他製品
E02428,その他製品
E02429,化学
E02430,化学
E02431,電気機器
E02433,その他製品
E02435,その他製品
E02438,金属製品
E02439,その他製品
E02441,化学
E02442,金属製品
E02444,化学
E02445,金属製品
E02446,内国法人・組合（有価証券報告書等の提出義務者以外）
E02447,輸送用機器
E02448,金属製品
E02449,その他製品
E02450,その他製品
E02452,機械
E02453,情報・通信業
E02456,その他製品
E02458,情報・通信業
E02459,その他製品
E02462,機械
E02463,小売業
E02464,その他製品
E02466,その他製品
E02467,情報・通信業
E02468,その他製品
E02469,機械
E02470,その他製品
E02472,その他製品
E02474,化学
E02475,機械
E02476,その他製品
E02477,化学
E02478,機械
E02480,情報・通信業
E02481,その他製品
E02483,化学
E02484,食料品
E02485,その他製品
E02487,内国法人・組合（有価証券報告書等の提出義務者以外）
E02488,機械
E02489,情報・通信業
E02490,化学
E02491,金属製品
E02492,その他製品
E02493,金属製品
E02494,化学
E02497,卸売業
E02498,卸売業
E02501,卸売業
E02503,卸売業
E02505,卸売業
E02506,卸売業
E02508,卸売業
E02509,卸売業
E02510,卸売業
E02512,卸売業
E02513,卸売業
E02514,小売業
E02515,卸売業
E02516,卸売業
E02517,卸売業
E02518,卸売業
E02521,繊維製品
E02522,卸売業
E02525,卸売業
E02527,卸売業
E02528,卸売業
E02529,卸売業
E02530,卸売業
E02534,卸売業
E02535,卸売業
E02536,卸売業
E02537,卸売業
E02538,卸売業
E02541,内国法人・組合（有価証券報告書等の提出義務者以外）
E02542,卸売業
E02543,石油・石炭製品
E02544,小売業
E02547,卸売業
E02548,卸売業
E02549,卸売業
E02551,卸売業
E02552,卸売業
E02553,卸売業
E02554,卸売業
E02556,卸売業
E02558,卸売業
E02560,卸売業
E02561,卸売業
E02562,卸売業
E02563,卸売業
E02564,卸売業
E02565,卸売業
E02566,卸売業
E02567,卸売業
E02569,建設業
E02570,卸売業
E02571,卸売業
E02572,卸売業
E02574,卸売業
E02575,卸売業
E02576,卸売業
E02578,卸売業
E02579,卸売業
E02580,卸売業
E02584,卸売業
E02585,卸売業
E02586,小売業
E02587,卸売業
E02588,卸売業
E02590,内国法人・組合（有価証券報告書等の提出義務者以外）
E02596,卸売業
E02597,卸売業
E02598,卸売業
E02602,卸売業
E02604,卸売業
E02608,卸売業
E02610,卸売業
E02611,情報・通信業
E02612,卸売業
E02613,卸売業
E02615,卸売業
E02616,卸売業
E02617,内国法人・組合（有価証券報告書等の提出義務者以外）
E02618,卸売業
E02621,卸売業
E02622,小売業
E02623,内国法人・組合（有価証券報告書等の提出義務者以外）
E02624,卸売業
E02625,卸売業
E02627,卸売業
E02628,繊維製品
E02632,卸売業
E02635,卸売業
E02639,卸売業
E02640,卸売業
E02642,卸売業
E02643,卸売業
E02644,卸売業
E02645,繊維製品
E02646,卸売業
E02647,卸売業
E02650,卸売業
E02652,電気機器
E02653,卸売業
E02655,卸売業
E02656,卸売業
E02658,卸売業
E02660,卸売業
E02663,卸売業
E02664,卸売業
E02665,卸売業
E02666,卸売業
E02668,卸売業
E02669,内国法人・組合（有価証券報告書等の提出義務者以外）
E02671,卸売業
E02672,卸売業
E02673,卸売業
E02674,卸売業
E02675,卸売業
E02676,卸売業
E02677,金属製品
E02678,卸売業
E02679,繊維製品
E02681,卸売業
E02682,卸売業
E02683,卸売業
E02684,卸売業
E02685,卸売業
E02686,化学
E02687,その他金融業
E02688,精密機器
E02690,小売業
E02691,卸売業
E02692,卸売業
E02693,卸売業
E02695,内国法人・組合（有価証券報告書等の提出義務者以外）
E02696,内国法人・組合（有価証券報告書等の提出義務者以外）
E02698,卸売業
E02699,卸売業
E02701,卸売業
E02702,卸売業
E02703,卸売業
E02706,小売業
E02708,化学
E02711,卸売業
E02712,卸売業
E02713,卸売業
E02714,小売業
E02718,卸売業
E02719,卸売業
E02722,卸売業
E02724,電気機器
E02727,卸売業
E02728,卸売業
E02729,情報・通信業
E02732,卸売業
E02734,卸売業
E02735,卸売業
E02738,卸売業
E02739,卸売業
E02740,不動産業
E02742,卸売業
E02743,卸売業
E02745,卸売業
E02747,卸売業
E02749,卸売業
E02750,卸売業
E02751,内国法人・組合（有価証券報告書等の提出義務者以外）
E02752,卸売業
E02753,卸売業
E02759,卸売業
E02760,卸売業
E02761,卸売業
E02762,卸売業
E02765,卸売業
E02766,卸売業
E02767,卸売業
E02769,卸売業
E02770,卸売業
E02772,内国法人・組合（有価証券報告書等の提出義務者以外）
E02773,繊維製品
E02774,卸売業
E02775,小売業
E02776,卸売業
E02778,情報・通信業
E02779,卸売業
E02780,卸売業
E02782,卸売業
E02784,卸売業
E02785,卸売業
E02786,卸売業
E02787,卸売業
E02791,卸売業
E02792,卸売業
E02793,卸売業
E02794,卸売業
E02796,卸売業
E02797,卸売業
E02798,卸売業
E02799,卸売業
E02800,石油・石炭製品
E02801,卸売業
E02802,卸売業
E02803,卸売業
E02804,卸売業
E02805,卸売業
E02806,卸売業
E02807,卸売業
E02809,卸売業
E02810,卸売業
E02812,卸売業
E02813,卸売業
E02814,卸売業
E02818,卸売業
E02819,卸売業
E02821,卸売業
E02823,卸売業
E02824,卸売業
E02825,卸売業
E02826,卸売業
E02827,卸売業
E02828,卸売業
E02832,小売業
E02833,卸売業
E02835,卸売業
E02836,卸売業
E02837,卸売業
E02838,卸売業
E02839,卸売業
E02840,卸売業
E02841,卸売業
E02842,卸売業
E02843,卸売業
E02845,卸売業
E02847,卸売業
E02848,卸売業
E02850,卸売業
E02851,卸売業
E02853,内国法人・組合（有価証券報告書等の提出義務者以外）
E02854,卸売業
E02855,卸売業
E02856,卸売業
E02858,情報・通信業
E02861,卸売業
E02864,卸売業
E02865,卸売業
E02869,卸売業
E02870,卸売業
E02871,卸売業
E02874,卸売業
E02875,卸売業
E02876,金属製品
E02877,輸送用機器
E02878,卸売業
E02879,卸売業
E02881,卸売業
E02882,その他製品
E02887,卸売業
E02888,卸売業
E02889,小売業
E02890,卸売業
E02891,内国法人・組合（有価証券報告書等の提出義務者以外）
E02892,卸売業
E02893,卸売業
E02894,精密機器
E02895,卸売業
E02896,卸売業
E02897,卸売業
E02898,卸売業
E02899,卸売業
E02900,卸売業
E02902,卸売業
E02903,卸売業
E02905,卸売業
E02906,卸売業
E02909,情報・通信業
E02910,卸売業
E02912,小売業
E02913,内国法人・組合（有価証券報告書等の提出義務者以外）
E02917,卸売業
E02920,金属製品
E02922,卸売業
E02923,卸売業
E02924,内国法人・組合（有価証券報告書等の提出義務者以外）
E02925,小売業
E02927,卸売業
E02928,卸売業
E02931,卸売業
E02932,卸売業
E02934,卸売業
E02937,卸売業
E02938,卸売業
E02939,卸売業
E02940,卸売業
E02941,卸売業
